,ABCC11,ACTA2,ACTG2,ADAM9,ADGRE5,AIF1,AKR1C1,ANGPT2,ANKRD28,ANKRD29,ANKRD30A,APOBEC3B,APOC1,AQP1,AR,AVPR1A,BACE2,BASP1,BTNL9,C1QA,C1QC,C2orf42,C6orf132,CAV1,CAVIN2,CCDC6,CCDC80,CCL5,CCL8,CCND1,CCPG1,CD14,CD163,CD247,CD3D,CD3E,CD3G,CD4,CD68,CD69,CD83,CD86,CD8A,CD8B,CD9,CD93,CDC42EP1,CDH1,CEACAM6,CENPF,CLDN4,CLEC14A,CRISPLD2,CTLA4,CTTN,CXCL12,CXCL16,CXCR4,CYTIP,DAPK3,DMKN,DNTTIP1,DPT,DSC2,DSP,DST,DUSP2,DUSP5,EDNRB,EGFL7,EGFR,EIF4EBP1,ELF3,ENAH,EPCAM,ERBB2,ERN1,ESM1,ESR1,FAM107B,FAM49A,FASN,FBLIM1,FBLN1,FCER1G,FCGR3A,FGL2,FLNB,FOXA1,FSTL3,GATA3,GJB2,GLIPR1,GPR183,GZMA,HAVCR2,HDC,HMGA1,HOOK2,HOXD8,HOXD9,HPX,IGF1,IGSF6,IL2RG,IL3RA,IL7R,ITGAM,ITGAX,ITM2C,JUP,KARS,KDR,KLF5,KLRB1,KRT15,KRT7,KRT8,LAG3,LARS,LDHB,LGALSL,LPL,LPXN,LRRC15,LUM,LYPD3,LYZ,MAP3K8,MDM2,MEDAG,MKI67,MLPH,MMP1,MMP2,MMRN2,MNDA,MRC1,MYLK,MYO5B,MZB1,NARS,NOSTRIN,NPM3,OCIAD2,OXTR,PCLAF,PCOLCE,PDE4A,PDGFRA,PDGFRB,PDK4,PECAM1,PELI1,PIM1,POLR2J3,POSTN,PPARG,PRDM1,PTGDS,PTN,PTPRC,PTRHD1,QARS,RAB30,RAMP2,RAPGEF3,RHOH,RORC,RTKN2,RUNX1,S100A14,S100A4,SCD,SDC4,SEC11C,SEC24A,SELL,SERHL2,SERPINA3,SERPINB9,SFRP4,SH3YL1,SLAMF1,SLAMF7,SLC25A37,SLC5A6,SMAP2,SMS,SNAI1,SOX17,SQLE,SRPK1,STC1,SVIL,TACSTD2,TCF4,TCIM,TENT5C,TFAP2A,THAP2,TIFA,TMEM147,TOMM7,TOP2A,TPD52,TRAC,TRAF4,TRAPPC3,TRIB1,TUBA4A,TUBB2B,TYROBP,USP53,VOPP1,VWF,WARS,ZEB1,ZEB2,ZNF562
cell_2476,6,2,8,9,0,0,0,0,0,0,24,0,0,1,4,0,0,4,0,0,0,0,0,1,0,3,0,0,0,16,1,0,0,0,0,0,0,1,3,0,0,0,0,0,11,0,0,6,1,1,3,0,0,0,14,3,0,3,0,0,0,0,0,0,3,5,1,1,0,0,0,0,9,7,29,38,0,0,0,1,0,16,0,0,1,0,0,4,19,0,20,0,1,1,0,0,1,1,0,0,0,4,1,1,0,0,0,0,1,0,2,1,0,5,0,0,23,9,0,4,0,0,0,0,0,0,2,0,0,7,0,0,11,0,0,0,0,3,0,6,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,1,9,0,0,0,5,0,0,1,4,0,23,2,2,3,0,11,0,0,0,1,0,0,0,0,1,1,0,0,2,0,2,0,12,0,5,6,1,0,0,3,6,0,2,0,5,1,0,1,1,0,2,3,0,1,0,0,3
cell_2477,5,2,1,2,0,1,0,0,0,0,11,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,0,0,1,0,0,0,6,0,0,1,1,1,0,1,0,1,12,2,0,1,0,0,0,2,3,11,9,33,0,0,0,1,0,14,0,0,0,0,0,0,12,0,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,13,9,0,4,0,1,0,0,0,3,3,0,1,8,0,1,8,0,1,1,0,0,0,3,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,12,1,2,4,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,5,0,5,10,5,0,2,0,6,3,9,0,2,0,1,1,0,0,2,1,0,0,0,0,6
cell_2478,0,5,0,0,0,0,2,0,1,0,0,0,0,13,2,0,0,2,3,0,0,0,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,16,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,1,1,6,0,0,0,2,0,1,0,3,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,1,2,0,0,1,0,2,0,0,0,1,1,0,3,1,0,0,1,0,0,0,1,1,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,4,1,1,0,0,2,0,1,2,2,5,0,0,1,6,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,1,0,1,1,3,2,0,1,0,0,1,6,4,0,0,0,1,0,0,0,0,0,2,12,4,1,1,0
cell_2479,4,0,3,6,0,0,0,0,0,0,4,0,0,1,3,0,1,0,0,0,0,0,1,0,0,2,1,0,0,12,0,0,0,0,0,0,0,1,0,0,0,2,0,0,8,0,0,12,1,1,1,0,0,1,12,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,2,1,39,48,0,0,1,0,0,8,0,0,0,0,0,1,13,0,16,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,29,18,0,3,0,1,0,0,0,2,1,0,0,8,0,0,6,0,0,0,0,0,0,9,0,7,0,0,3,0,0,0,2,0,0,0,0,1,0,10,2,1,0,0,0,0,1,0,1,0,0,2,1,0,0,3,0,14,0,0,1,0,4,0,0,0,1,0,0,0,6,0,1,0,0,2,1,0,1,2,0,3,2,3,1,0,1,4,0,5,0,2,2,1,1,0,0,2,2,0,1,0,0,1
cell_2480,6,1,4,5,0,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,1,0,0,20,0,0,0,0,0,0,0,0,2,0,0,0,0,1,7,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,2,0,1,1,3,0,0,0,0,0,0,5,4,15,44,0,0,0,0,0,24,0,0,2,0,0,2,17,0,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,25,5,0,1,0,1,0,0,0,0,2,0,1,6,0,0,8,0,0,0,0,0,0,4,1,10,0,0,1,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,5,0,5,0,1,0,0,2,0,0,0,1,0,0,0,2,0,3,0,0,1,0,0,0,12,1,17,1,3,0,0,5,9,1,9,0,3,1,0,0,0,0,2,1,0,4,0,0,2
cell_2481,15,3,2,4,0,3,0,0,0,0,10,0,0,0,2,0,0,1,0,0,0,0,1,0,0,3,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,6,0,0,2,0,0,0,4,0,0,4,1,0,0,2,0,1,0,3,0,0,0,0,0,1,0,10,20,20,0,0,0,1,0,15,0,0,1,0,0,4,18,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,11,0,1,0,0,0,0,0,4,2,0,0,4,0,0,6,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,5,3,0,1,0,0,0,0,4,0,0,1,0,0,0,1,2,0,21,1,0,3,0,6,0,0,1,2,0,0,0,2,1,4,0,0,0,0,1,1,5,0,4,0,0,1,0,1,8,0,8,0,2,0,0,2,0,0,3,2,0,1,0,0,2
cell_2482,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,1,7,0,0,0,1,0,3,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,0,0,1,0,0,0,2,0,0,0,0,2
cell_2483,6,3,3,5,0,0,0,0,0,0,18,0,0,0,6,0,0,2,0,0,0,0,0,0,0,3,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,4,5,0,0,0,0,0,11,0,2,1,0,0,0,0,0,0,3,3,0,0,0,0,1,0,3,6,14,47,0,0,0,0,0,21,0,0,2,0,2,0,37,0,34,0,0,0,0,0,2,4,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,0,42,17,0,4,0,3,0,0,0,9,2,0,0,13,0,1,11,0,0,0,0,2,0,6,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,2,0,0,0,2,0,1,5,8,0,37,0,4,1,0,5,0,0,0,2,0,0,0,0,1,4,0,0,3,1,0,3,5,0,6,5,2,0,0,2,15,0,3,1,4,3,6,1,0,1,2,3,0,5,0,0,2
cell_2484,1,2,6,0,0,0,0,0,0,0,7,0,0,0,3,0,0,3,0,0,0,0,0,0,0,2,0,0,0,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,4,1,1,0,0,1,0,1,0,1,1,5,1,0,0,0,0,3,2,3,16,25,1,0,0,0,0,5,0,1,0,0,0,9,14,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,20,10,0,1,0,0,0,0,0,4,0,0,0,6,0,2,4,0,0,0,0,0,0,4,1,3,0,0,2,0,1,0,0,0,1,0,0,0,0,8,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,9,0,0,0,0,2,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,3,0,8,2,2,0,0,0,4,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,0
cell_2485,3,7,2,2,0,0,0,0,1,0,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,1,0,0,0,8,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,4,9,13,0,0,0,1,0,3,1,0,0,0,0,0,6,0,6,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11,6,0,1,0,0,0,0,0,3,1,0,1,4,0,1,5,0,0,0,0,0,0,5,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,6,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,8,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,6,0,0,0,0,1,5,4,0,0,1,3,1,2,0,0,0,1,0,0,0,0,0
cell_2486,4,3,3,1,0,0,0,0,0,0,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,7,2,2,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,8,0,2,0,0,0,0,5,0,0,2,0,2,1,0,0,0,7,1,0,0,0,1,0,1,4,1,23,18,1,0,0,2,0,7,0,0,0,0,0,0,25,0,15,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,1,28,7,0,5,0,0,0,0,0,0,4,0,0,1,0,1,6,0,0,0,0,0,0,5,0,7,0,0,0,0,2,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,1,3,4,0,0,1,0,0,0,1,0,0,0,1,0,5,0,0,0,1,1,1,0,0,3,3,1,2,1,4,1,5,5,0,4,0,0,3,0,0,0,1,0,1,0,0,3
cell_2487,2,1,0,1,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,1,2,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,1,7,27,0,0,0,1,0,5,0,0,0,0,1,3,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,29,3,0,0,0,0,0,0,0,0,1,2,0,2,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,8,2,1,0,0,0,0,3,1,0,0,0,2,0,0,0,1,1,10,2,4,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,4,0,3,0,1,0,0,4,3,0,3,0,2,0,0,1,0,0,2,1,0,1,0,0,0
cell_2488,1,0,6,1,0,0,0,0,1,0,12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,1,1,0,0,0,3,1,0,1,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,3,11,18,0,0,1,0,0,3,0,0,0,0,0,1,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11,3,0,1,0,0,0,0,0,1,2,0,0,2,0,1,1,0,1,0,0,0,0,1,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,0,0,3,1,3,1,0,0,1,3,1,0,0,0,3,0,0,0,1,0,2,2,1,0,0,0,1
cell_2489,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,3,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,7,6,0,0,0,2,0,3,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,3,0,2,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,3,2,0,0,4,1,0,1,0,0,1,0,0,0,0,0
cell_2490,0,4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,2,0,5,8,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,11,4,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,3,0,3,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1
cell_2491,1,3,1,0,0,0,0,0,0,0,7,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,1,3,2,0,0,0,0,0,0,1,2,15,0,0,0,1,0,7,0,0,0,0,0,2,6,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,11,3,0,1,0,0,0,0,0,1,2,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,5,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,4,0,0,0,0,1,1,2,0,1,0,6,0,1,0,0,1,0,0,0,0,3,1,0,1,0,0,0
cell_2492,6,3,5,2,0,0,0,0,0,0,14,0,0,0,1,0,1,2,0,0,0,0,1,0,0,5,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,6,4,16,44,0,0,0,0,0,12,0,0,0,0,0,0,11,1,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,30,10,0,0,0,1,0,0,0,0,3,0,0,2,0,0,9,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,1,2,0,0,4,2,0,14,0,1,0,0,3,1,0,0,2,0,0,0,0,1,2,0,0,1,2,1,1,12,0,1,1,2,0,0,4,12,0,4,0,3,2,1,2,1,0,1,3,0,0,0,0,0
cell_2493,4,2,0,5,0,0,0,0,0,0,6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,10,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,3,23,27,0,0,0,1,0,10,0,0,0,0,0,4,18,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,18,11,0,0,0,0,0,0,0,1,4,1,0,6,0,1,8,0,2,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,8,3,0,0,0,1,0,0,2,0,0,0,1,0,0,1,4,0,12,1,4,2,0,4,0,0,0,3,0,0,0,1,1,0,0,0,3,0,0,1,13,0,6,1,1,0,0,3,2,0,6,0,3,1,0,1,0,0,0,3,0,0,0,0,1
cell_2494,0,1,0,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,1,0,0,4,1,0,4,0,0,10,0,0,0,0,1,0,0,2,0,0,2,5,0,0,8,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,2,2,13,0,0,0,1,0,2,0,0,0,1,0,2,4,0,4,0,0,0,2,1,0,0,0,2,0,0,0,0,1,0,5,0,1,2,0,0,0,0,0,0,7,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,1,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,1,0,1,0,0,1,2,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,2,0,4,1,0,0,0,2,0,0,1,1,0,2,0,0,1
cell_2495,12,3,3,4,0,0,0,0,0,0,19,0,0,0,10,0,0,3,0,0,0,0,0,0,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,1,1,1,0,0,0,10,0,0,1,0,1,0,0,0,0,6,2,0,0,0,0,0,0,3,8,12,21,0,0,0,1,0,5,0,0,3,0,0,1,29,0,20,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,7,0,3,0,0,0,0,0,1,0,0,0,8,0,0,12,0,0,0,0,0,0,5,0,9,0,1,1,0,0,1,0,0,0,3,0,2,0,15,2,1,0,0,0,0,3,2,0,0,1,2,0,0,1,3,0,2,1,0,1,0,5,0,0,0,4,0,0,1,1,0,1,0,0,1,1,1,1,2,0,8,3,1,0,0,6,9,0,3,0,3,2,0,0,0,0,0,1,0,0,0,0,2
cell_2496,6,0,1,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,3,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,8,8,0,0,0,0,0,12,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,7,0,0,0,0,0,0,0,0,4,0,0,1,0,0,15,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,6,0,0,0,0,5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,1,1,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
cell_2497,3,0,1,1,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,3,1,1,0,0,0,0,3,0,1,0,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0,1,12,19,0,0,0,0,0,6,0,0,0,0,0,1,7,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,14,4,0,0,0,0,0,0,0,1,3,0,0,1,0,0,4,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,3,1,7,0,4,0,0,3,0,0,0,0,0,0,1,4,0,2,0,0,2,1,0,2,5,1,0,1,2,0,0,4,2,0,3,0,4,2,0,1,0,0,0,2,0,1,0,0,1
cell_2498,4,1,3,3,0,0,0,0,0,0,2,1,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1,0,3,0,0,0,7,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,3,3,18,13,1,0,0,0,1,4,0,0,0,0,0,2,6,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,6,0,1,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5,0,1,2,3,0,7,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,1,0,0,4,1,0,2,0,1,0,1,0,1,0,2,0,0,0,0,0,0
cell_2499,1,0,3,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,6,1,0,4,1,2,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,0,2,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,8,1,2,1,0
cell_2500,0,5,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,1,0,0,0,1,5,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,1,0,0,1,7,0,4,0,1,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,8,1,0,4,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,4,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,0,0,6,0,1,0,1
cell_2501,7,0,0,7,0,1,0,1,0,0,21,0,4,0,2,0,4,1,0,0,0,0,1,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,2,0,1,0,0,0,9,2,1,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,2,18,36,2,0,1,2,0,5,0,0,0,0,0,3,14,0,10,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,3,0,0,0,0,1,26,7,0,3,0,0,0,0,0,2,2,0,0,5,0,0,7,0,0,1,0,0,0,8,0,6,0,0,0,0,1,0,0,0,0,1,0,2,0,7,0,0,0,0,0,0,1,5,0,0,0,1,0,0,2,2,0,16,0,5,4,0,2,0,0,0,2,0,0,1,4,0,0,0,0,2,2,0,1,12,0,5,6,1,1,0,1,2,0,5,0,0,1,0,1,0,0,2,1,0,1,0,0,2
cell_2502,6,4,3,5,0,0,0,0,0,0,11,0,0,0,3,0,1,1,0,1,0,0,0,0,0,2,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,1,0,0,0,0,8,1,0,1,0,0,0,1,0,0,3,2,0,0,0,2,0,0,1,8,13,14,0,0,0,0,0,11,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,21,9,0,4,0,0,1,0,0,2,2,0,0,4,0,1,7,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,8,4,0,0,0,0,0,1,1,0,0,0,1,0,0,4,5,0,1,2,1,1,0,3,0,0,0,2,0,0,0,0,0,5,0,0,2,2,0,0,2,0,4,2,1,1,0,2,9,1,8,0,3,2,0,0,0,0,0,4,0,1,0,3,4
cell_2503,0,4,2,1,0,0,0,0,1,0,10,1,4,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,8,14,1,0,0,0,0,1,0,1,0,1,0,3,5,0,7,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,1,0,0,0,0,4,2,0,0,2,0,0,4,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,2,0,0,3,0,1,0,1,0,0,0,0,2,0,0,1,0,2,0,2,9,0,2,1,0,0,0,2,6,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
