row,col,fitted_celltype,Dataset,PCA1,PCA2,UMAP1,UMAP2,UMAP1_cluster,domain_cluster,Tumor_label,niche
cell_2400,84.95540816,79.89777973,Invasive_Tumor,SimSpace,1.93182692180163,-2.35535880527396,9.13920854294272,-4.48260568229485,3,Domain 1,Tumor,1
cell_2401,85.0304354,86.136753207,CD4+_T_Cells,SimSpace,11.7861341146533,-1.78863874913675,5.45654796326132,-14.3315806254559,6,Domain 2,Stromal,1
cell_2402,84.92517474,87.038596454,Endothelial,SimSpace,11.6752476508246,-1.0554933294227,5.40170119965048,-21.5622086390667,7,Domain 3,Tumor,1
cell_2403,84.99730971,87.84042778,Endothelial,SimSpace,10.1981744495687,-0.720456982768802,5.38308261597128,-21.6117710932903,7,Domain 3,Tumor,1
cell_2404,85.16309439,90.41277432,Endothelial,SimSpace,7.2643971659888,-1.30840127771549,5.9014785166976,-20.3484139308148,7,Domain 3,Tumor,1
cell_2405,85.08212036,95.023579077,Invasive_Tumor,SimSpace,-2.4865545197958,-2.35879110472806,9.66578553879233,1.85085607917975,3,Domain 1,Tumor,1
cell_2406,85.09619397,95.800927997,Invasive_Tumor,SimSpace,-3.46913437948001,-1.67692645643367,10.9631221171615,9.17325164230536,2,Domain 1,Tumor,1
cell_2407,84.87291391,97.259902482,Invasive_Tumor,SimSpace,-4.14164175509304,-1.65002325920036,8.03741716110678,8.73807193191718,2,Domain 1,Tumor,1
cell_2408,85.17056595,98.183320574,Invasive_Tumor,SimSpace,-4.13450850520261,-1.71017438958667,5.38770555222006,10.1345200672932,4,Domain 1,Tumor,1
cell_2409,86.13391247,-0.111986859,Invasive_Tumor,SimSpace,-3.63927683709376,-3.05262598399911,7.81341623032065,4.82841636093329,3,Domain 1,Tumor,1
cell_2410,86.20088384,1.130834886,Invasive_Tumor,SimSpace,-3.64722103709618,-3.06734920782395,7.58753942215415,6.02448703201484,3,Domain 1,Tumor,1
cell_2411,85.85472683,4.158109427,Invasive_Tumor,SimSpace,-4.50587473396404,-2.33092695290215,5.91504977905722,9.96262122543525,4,Domain 1,Tumor,1
cell_2412,85.96550828,7.092468263,Invasive_Tumor,SimSpace,-3.30587106732414,-3.26071464855122,11.7437360163924,6.59425069244575,9,Domain 1,Tumor,1
cell_2413,86.12670678,9.025970878,Invasive_Tumor,SimSpace,-1.99350775993521,-2.92842085062865,11.0633151408431,5.97613812835883,9,Domain 1,Tumor,1
cell_2414,85.87823698,9.646384404,Macrophages_1,SimSpace,-1.39957956301474,-2.71462487471798,6.09657739365073,-12.6538252696209,6,Domain 2,Stromal,1
cell_2415,85.95477551,13.935323879,Invasive_Tumor,SimSpace,-0.831887682016473,-3.48619957799569,9.53873895370932,-2.55689512340356,3,Domain 1,Tumor,1
cell_2416,86.38516115,18.989417093,Endothelial,SimSpace,12.6052650568032,-0.473179534708914,5.60190271103354,-22.4137043818646,7,Domain 3,Tumor,1
cell_2417,86.3903522,19.883327433,Endothelial,SimSpace,12.6791102175714,-0.0127929690543644,5.60312007629843,-22.2638020381146,7,Domain 3,Tumor,1
cell_2418,86.24798811,24.92875081,Macrophages_1,SimSpace,7.26818664204293,-2.96532774245625,5.57036803925009,-14.2709545954876,6,Domain 2,Stromal,1
cell_2419,86.18771703,26.140301426,Invasive_Tumor,SimSpace,2.26855339675538,-3.73457057301276,5.84142183029624,-1.30428824348379,3,Domain 1,Tumor,1
cell_2420,85.79614977,26.900259424,Invasive_Tumor,SimSpace,0.0857203274104682,-3.03520333290704,6.2222850199935,-0.456069575231561,3,Domain 1,Tumor,1
cell_2421,86.10251245,27.660765601,Invasive_Tumor,SimSpace,-0.595626688089433,-3.35630929067711,6.58809827530356,0.0269689694232849,3,Domain 1,Tumor,1
cell_2422,85.92817668,28.874834304,Invasive_Tumor,SimSpace,-2.20463352163308,-3.1766135887282,7.55150579178305,2.97104836853217,3,Domain 1,Tumor,1
cell_2423,85.78828562,33.892883258,Invasive_Tumor,SimSpace,-3.74447618644128,-3.36770197064856,11.0793244715926,7.12423278244208,9,Domain 1,Tumor,1
cell_2424,85.89819883,35.967621731,Invasive_Tumor,SimSpace,-3.53914674133908,-3.23148647238024,11.0570933696029,6.42866660507392,9,Domain 1,Tumor,1
cell_2425,86.02313301,40.754647941,Invasive_Tumor,SimSpace,-2.43489276752911,-2.3702634191601,10.4296119090316,2.34365130813788,3,Domain 1,Tumor,1
cell_2426,85.89052889,44.937872377,Invasive_Tumor,SimSpace,-4.21024768097015,-2.61812381377823,11.5525643702743,10.690759195406,2,Domain 1,Tumor,1
cell_2427,85.88984011,49.824627918,Invasive_Tumor,SimSpace,-0.254750803295014,-2.26579761058483,9.55596517288657,-0.814652042072305,3,Domain 1,Tumor,1
cell_2428,86.1584083,51.155909436,Endothelial,SimSpace,2.74697982219521,-1.46336169225628,8.63056253159018,-20.170216070097,7,Domain 3,Tumor,1
cell_2429,86.0288213,51.961292234,Endothelial,SimSpace,2.13079960650783,-1.71458632075981,7.83307050430747,-19.6146702632122,7,Domain 3,Tumor,1
cell_2430,86.04669162,56.109513709,Macrophages_1,SimSpace,3.10142303772333,-1.9144628484326,6.07562850677939,-13.7707047328167,6,Domain 2,Stromal,1
cell_2431,86.02237448,60.055362385,Prolif_Invasive_Tumor,SimSpace,-0.468565741463404,-2.68820000757024,7.36634324753256,0.765048040468207,3,Domain 1,Tumor,1
cell_2432,85.86485937,61.743085868,Invasive_Tumor,SimSpace,-1.81544427652582,-2.44961483110059,7.21700738632651,2.97671414764594,3,Domain 1,Tumor,1
cell_2433,85.72588562,62.991528094,Invasive_Tumor,SimSpace,-2.5788809217316,-2.41164547985562,7.76383851730795,4.1998591557331,3,Domain 1,Tumor,1
cell_2434,86.06211294,68.333976869,Invasive_Tumor,SimSpace,-4.00610725052613,-2.92228035720259,9.00137780868979,10.0190444126911,2,Domain 1,Tumor,1
cell_2435,85.89859267,70.677829916,Invasive_Tumor,SimSpace,-1.30739285278225,-3.17653650463935,7.17660974228354,1.26613570602607,3,Domain 1,Tumor,1
cell_2436,85.59784355,81.189569351,T_Cell_&_Tumor_Hybrid,SimSpace,4.86627887841031,-1.7705120979659,5.90140222275229,-11.1989483699017,3,Domain 1,Tumor,1
cell_2437,85.92148655,93.019729273,Invasive_Tumor,SimSpace,0.122967902297968,-2.45135530971259,9.42499898636313,-3.2295899256878,3,Domain 1,Tumor,1
cell_2438,85.78155641,93.697867165,Endothelial,SimSpace,1.0896913710782,-1.41523391468685,8.43635915482016,-19.9210266932659,7,Domain 3,Tumor,1
cell_2439,86.13973005,95.114683238,Invasive_Tumor,SimSpace,-2.84370960786284,-1.49495463130299,10.1053845759627,2.16599561126899,3,Domain 1,Tumor,1
cell_2440,86.10432505,96.20069088,Invasive_Tumor,SimSpace,-3.19158357240476,-1.11730898755358,6.14131044113608,8.96307612808417,4,Domain 1,Tumor,1
cell_2441,86.09937863,96.987801834,Invasive_Tumor,SimSpace,-4.06342471743379,-1.18006361320849,11.2076585170028,9.6350455418415,2,Domain 1,Tumor,1
cell_2442,85.86699168,98.061433027,Prolif_Invasive_Tumor,SimSpace,-4.53813078001369,-1.63605324923413,4.21046088898154,9.46313620956611,4,Domain 1,Tumor,1
cell_2443,86.14631032,99.364478502,Prolif_Invasive_Tumor,SimSpace,-4.30570810225779,-1.84388962116075,4.97506021225424,10.4513230458088,4,Domain 1,Tumor,1
cell_2444,87.06392996,2.87891645,Invasive_Tumor,SimSpace,-3.09896920103103,-2.64160835213158,8.01615594589682,5.20689774902534,3,Domain 1,Tumor,1
cell_2445,86.91802909,8.365603068,T_Cell_&_Tumor_Hybrid,SimSpace,-1.38186581279683,-2.96067203993021,8.46183656418295,-11.3579039439373,6,Domain 2,Stromal,1
cell_2446,86.90933251,9.328357662,Prolif_Invasive_Tumor,SimSpace,-2.25970615182482,-2.87753220980534,10.993984925389,5.64086486252021,9,Domain 1,Tumor,1
cell_2447,87.17854163,9.734941344,Invasive_Tumor,SimSpace,-2.31970757769166,-2.83556304495175,11.6672780390975,6.33559752853583,9,Domain 1,Tumor,1
cell_2448,86.90527919,17.024708198,Endothelial,SimSpace,10.6962047325793,-1.62775905693467,5.75692390167685,-21.3186154231243,7,Domain 3,Tumor,1
cell_2449,87.06073129,18.013386466,Endothelial,SimSpace,11.7354401042081,-0.542636018201378,5.55373405182334,-22.5091328486614,7,Domain 3,Tumor,1
cell_2450,87.2067914,19.258682085,Endothelial,SimSpace,11.5476501242313,-0.597048758821819,5.62878392899008,-22.2337937220745,7,Domain 3,Tumor,1
cell_2451,87.38186853,21.233815793,Endothelial,SimSpace,13.289357119718,-0.564039343877554,5.58530496323081,-22.5538506373577,7,Domain 3,Tumor,1
cell_2452,87.33277462,27.302031884,Macrophages_1,SimSpace,4.27980379680388,-3.25081798667684,5.39320300781699,-13.5035080775433,6,Domain 2,Stromal,1
cell_2453,87.18016455,29.676135332,Invasive_Tumor,SimSpace,-1.40037075395507,-3.16189410112045,10.1475064631698,3.2954344883747,3,Domain 1,Tumor,1
cell_2454,86.69881773,31.275431143,T_Cell_&_Tumor_Hybrid,SimSpace,-2.03343953483921,-2.88385488697619,8.73266195023032,-10.6331982478314,6,Domain 2,Stromal,1
cell_2455,86.86219031,37.1135833,Invasive_Tumor,SimSpace,-3.28971406670801,-2.96210089119887,9.86878560745688,3.55280114563178,3,Domain 1,Tumor,1
cell_2456,86.89038256,37.632265415,Invasive_Tumor,SimSpace,-2.51490467039811,-2.18356324451939,5.28143809998007,8.66680194290351,4,Domain 1,Tumor,1
cell_2457,87.33062997,40.262616518,Endothelial,SimSpace,-0.168378939880424,-1.51482162612275,8.64835618698569,-19.9714512690716,7,Domain 3,Tumor,1
cell_2458,86.86013641,40.778581565,Invasive_Tumor,SimSpace,-2.71921378674358,-2.55842597600661,10.0995814677474,2.03303171547126,3,Domain 1,Tumor,1
cell_2459,87.07723328,46.154591772,Invasive_Tumor,SimSpace,-4.11540301840492,-2.69150353845937,8.37456678116293,8.49681140335273,2,Domain 1,Tumor,1
cell_2460,87.02017341,48.882783623,Invasive_Tumor,SimSpace,-2.3690031164735,-2.71672610889871,9.35234903061362,2.38553549202155,3,Domain 1,Tumor,1
cell_2461,86.81297456,52.958832074,Invasive_Tumor,SimSpace,0.464827492293338,-2.47029976698674,9.2037188884017,-1.22007844744254,3,Domain 1,Tumor,1
cell_2462,87.0763648,54.088720799,Invasive_Tumor,SimSpace,-0.0813543371404323,-2.84989524000505,9.11553834640952,-0.373167918603906,3,Domain 1,Tumor,1
cell_2463,87.07965922,65.958060322,Invasive_Tumor,SimSpace,-3.99978861565207,-1.85495700047326,6.638742196202,9.07661010177802,4,Domain 1,Tumor,1
cell_2464,86.74884502,68.709565452,Invasive_Tumor,SimSpace,-3.13404766955584,-3.02756654128758,9.7526690837142,6.25890590103339,9,Domain 1,Tumor,1
cell_2465,87.24457549,72.06116057,Macrophages_1,SimSpace,2.75620390472279,-2.61314232434137,6.01569675171347,-13.7892756327801,6,Domain 2,Stromal,1
cell_2466,86.58269799,73.769496004,Invasive_Tumor,SimSpace,-1.05710494953882,-3.30812070540721,7.07665704452963,0.793006195146551,3,Domain 1,Tumor,1
cell_2467,86.88184857,76.108871112,Invasive_Tumor,SimSpace,-1.60384291252842,-2.96887478386359,10.0252063151595,0.121108664590826,3,Domain 1,Tumor,1
cell_2468,87.19439406,78.749546036,Endothelial,SimSpace,3.34083045864557,-1.82336589471705,7.7900225993392,-20.279964910429,7,Domain 3,Tumor,1
cell_2469,86.76134843,82.027866708,Endothelial,SimSpace,7.37854800905594,-1.97047542256937,6.45958350861044,-20.6257939204388,7,Domain 3,Tumor,1
cell_2470,87.07005318,84.07284158,Endothelial,SimSpace,10.2037818591249,-2.37376538187383,6.00788711273642,-20.4166874751263,7,Domain 3,Tumor,1
cell_2471,86.74072792,85.402743469,Endothelial,SimSpace,11.2174742595246,-2.37059832262411,5.5785386439559,-21.7668862208538,7,Domain 3,Tumor,1
cell_2472,86.98139517,86.612480518,Endothelial,SimSpace,10.6175889538672,-2.11195083521695,5.59449218475791,-21.7722840174847,7,Domain 3,Tumor,1
cell_2473,86.53724538,88.06323204,Endothelial,SimSpace,9.62860772519853,-1.42134629332995,5.50053905212851,-21.6716847285442,7,Domain 3,Tumor,1
cell_2474,86.83148566,95.747932756,Invasive_Tumor,SimSpace,-2.98635677408713,-1.41909537634877,10.9864795085189,9.26467372329902,2,Domain 1,Tumor,1
cell_2475,86.69141571,99.095722582,Prolif_Invasive_Tumor,SimSpace,-4.4557870594302,-2.03867126796179,3.85871528351279,9.80771495254706,4,Domain 1,Tumor,1
cell_2476,87.91964725,6.977550447,Invasive_Tumor,SimSpace,-3.13241772801526,-2.93592325279961,11.8052308436629,6.75439883621406,9,Domain 1,Tumor,1
cell_2477,87.91695372,12.153836181,Invasive_Tumor,SimSpace,-1.96119665624245,-2.95281596805089,9.50228761398764,0.425585879404059,3,Domain 1,Tumor,1
cell_2478,87.86526717,19.283237137,Endothelial,SimSpace,12.6869692957992,-0.337407787328866,5.60998796188803,-22.4311776026898,7,Domain 3,Tumor,1
cell_2479,88.15958264,32.9325072,Invasive_Tumor,SimSpace,-2.09243671548314,-2.63681933367915,10.8695924159286,3.96905709655952,9,Domain 1,Tumor,1
cell_2480,87.82262408,38.997325972,Invasive_Tumor,SimSpace,-2.74010909994539,-2.39768599406609,10.1748950358626,1.00222803505134,3,Domain 1,Tumor,1
cell_2481,88.12687733,40.180828457,Invasive_Tumor,SimSpace,-2.59718240056341,-2.53875559564786,10.0411870356795,1.36892939956855,3,Domain 1,Tumor,1
cell_2482,88.32585515,46.894171771,Invasive_Tumor,SimSpace,-3.79017801853014,-1.78850566155575,2.88415931427451,9.53369571121406,4,Domain 1,Tumor,1
cell_2483,88.02781283,48.08063286,Invasive_Tumor,SimSpace,-3.31383360164178,-2.80682398175121,8.51720784866782,5.58936597259711,3,Domain 1,Tumor,1
cell_2484,87.82846596,49.167771788,Invasive_Tumor,SimSpace,-2.35964651266307,-2.69691668616908,9.39494394028159,3.28858424575995,3,Domain 1,Tumor,1
cell_2485,87.7501323,54.78476243,Invasive_Tumor,SimSpace,-0.529111579836255,-2.54005709058548,10.4517543193099,2.96149588974189,9,Domain 1,Tumor,1
cell_2486,87.85804298,57.695005491,Prolif_Invasive_Tumor,SimSpace,-1.7635731644678,-2.89793428138442,6.93787597382041,2.15352989586066,3,Domain 1,Tumor,1
cell_2487,88.14092854,59.035142583,Invasive_Tumor,SimSpace,-2.45806154705772,-2.61076160669055,7.87898896896811,4.43268777282905,9,Domain 1,Tumor,1
cell_2488,88.03111815,60.175345252,Prolif_Invasive_Tumor,SimSpace,-2.84331513924116,-2.22150771352147,7.54807161056967,7.38476802261542,9,Domain 1,Tumor,1
cell_2489,88.18735904,62.699006627,Prolif_Invasive_Tumor,SimSpace,-3.71794845904612,-1.98639766174022,3.50489352905722,9.46560527237128,4,Domain 1,Tumor,1
cell_2490,88.15406618,65.098218762,Invasive_Tumor,SimSpace,-3.92251044443545,-2.02469759509972,6.59473346435996,9.07606460006904,4,Domain 1,Tumor,1
cell_2491,88.02816213,66.926921459,Invasive_Tumor,SimSpace,-4.04909462195226,-2.10382902670931,6.98082898819418,10.0046897068806,4,Domain 1,Tumor,1
cell_2492,88.09469765,67.965679291,Invasive_Tumor,SimSpace,-4.01489043735244,-2.71696874941851,11.0029399272201,7.81981135757636,9,Domain 1,Tumor,1
cell_2493,88.37104924,70.206331811,Invasive_Tumor,SimSpace,-0.238410559040366,-3.83337526735813,7.02585672104331,0.309536828119269,3,Domain 1,Tumor,1
cell_2494,88.28313125,71.028100907,T_Cell_&_Tumor_Hybrid,SimSpace,1.64991247214297,-3.73184887895408,7.54873632156821,-10.9686760768108,6,Domain 2,Stromal,1
cell_2495,87.9394508,72.828983047,Invasive_Tumor,SimSpace,-0.23569428228966,-3.77750129736472,6.89492963516684,0.0893991127796081,3,Domain 1,Tumor,1
cell_2496,88.19793589,73.997549005,Invasive_Tumor,SimSpace,-2.41045137040601,-3.69309463963375,7.22126649582358,1.31140424164008,3,Domain 1,Tumor,1
cell_2497,88.11717016,74.953275554,Invasive_Tumor,SimSpace,-2.74071410270083,-3.11453982426832,9.42354177200766,4.84699393661689,9,Domain 1,Tumor,1
cell_2498,88.22727762,77.943770064,Invasive_Tumor,SimSpace,-0.304031012008447,-2.9680044629426,10.1393334742782,-1.90429495422173,3,Domain 1,Tumor,1
cell_2499,88.13432331,80.235867055,Endothelial,SimSpace,4.3368646738412,-2.2864966784491,7.56352876388999,-20.152746663969,7,Domain 3,Tumor,1
cell_2500,87.80516651,89.869062424,Endothelial,SimSpace,5.83766484473131,-2.01135133571871,6.6101720210311,-20.9659581050091,7,Domain 3,Tumor,1
cell_2501,87.67606309,94.841377523,Invasive_Tumor,SimSpace,-2.50234784614589,-2.42346499312178,9.64275811874838,2.26240540893745,3,Domain 1,Tumor,1
cell_2502,88.1145254,97.050090709,Invasive_Tumor,SimSpace,-3.20839362715872,-1.572130694112,10.265659081578,7.63679648788642,9,Domain 1,Tumor,1
cell_2503,88.38052364,98.127782517,Invasive_Tumor,SimSpace,-3.18153633608888,-1.53431325643774,10.542701470494,9.69971896560859,2,Domain 1,Tumor,1
cell_2504,88.84486718,0.973232512,Invasive_Tumor,SimSpace,0.131260200009762,-2.2340765436297,8.11003564560385,-1.66949878780175,3,Domain 1,Tumor,1
cell_2505,88.96238205,1.753689674,Invasive_Tumor,SimSpace,0.262825611676482,-1.96999948559433,7.7351834651229,-1.53195001332093,3,Domain 1,Tumor,1
cell_2506,88.79285045,3.021749286,Invasive_Tumor,SimSpace,-0.0255192963193147,-2.23183349099678,7.66383527481528,-1.25174161915671,3,Domain 1,Tumor,1
cell_2507,89.2355659,7.484850973,Invasive_Tumor,SimSpace,-3.3542827012995,-2.95459323685007,7.97240422928305,8.70559264572333,9,Domain 1,Tumor,1
cell_2508,88.53896663,8.113262659,Invasive_Tumor,SimSpace,-2.85097768525592,-3.09173198590233,10.4915959712264,5.93247939499091,9,Domain 1,Tumor,1
cell_2509,88.54726794,9.667556011,Invasive_Tumor,SimSpace,-2.46757897507384,-2.72382805910888,9.7080838557479,6.2258076802082,9,Domain 1,Tumor,1
cell_2510,89.07500398,10.8096709,Invasive_Tumor,SimSpace,-2.34866256470988,-2.83014893371661,8.83248208725424,8.76540614517402,2,Domain 1,Tumor,1
cell_2511,88.98353127,23.018700138,Macrophages_1,SimSpace,9.65351312745466,-1.24718205732769,8.62676595413657,-5.80915926544,3,Domain 1,Tumor,1
cell_2512,88.9040754,24.108365409,Macrophages_1,SimSpace,9.62433971653944,-1.37205412184597,5.85927365982504,-14.8991455897503,6,Domain 2,Stromal,1
cell_2513,88.93978104,31.860865289,Invasive_Tumor,SimSpace,-0.856575141206915,-2.18936106287541,10.7020718928573,3.73149777801703,9,Domain 1,Tumor,1
cell_2514,89.10739758,40.432834586,Invasive_Tumor,SimSpace,-2.64517743854676,-2.39465527388405,9.18448709213706,2.68955947311591,3,Domain 1,Tumor,1
cell_2515,88.9172392,43.107570507,Invasive_Tumor,SimSpace,-3.64244538113145,-2.70406220959107,11.5898072596786,9.59960032852363,2,Domain 1,Tumor,1
cell_2516,88.78061501,44.066528773,Invasive_Tumor,SimSpace,-3.85607692519858,-3.10491953027922,9.7778851863143,9.21293498428535,2,Domain 1,Tumor,1
cell_2517,88.81452741,45.251389369,Invasive_Tumor,SimSpace,-4.05134637673978,-2.95581252752595,8.52696393692465,8.26731254013251,2,Domain 1,Tumor,1
cell_2518,89.17766777,49.049123786,Invasive_Tumor,SimSpace,-3.17777527265699,-2.64323017953256,7.36092160904379,6.61374188812446,2,Domain 1,Tumor,1
cell_2519,88.89505161,49.6069078,Invasive_Tumor,SimSpace,-2.58209367898607,-2.6314260124254,9.88003228867026,4.38805200012397,9,Domain 1,Tumor,1
cell_2520,88.72294448,50.921155457,Invasive_Tumor,SimSpace,-1.36864161340829,-2.73756476849616,12.0198380824325,3.39837504776191,9,Domain 1,Tumor,1
cell_2521,89.02043567,51.872142664,Invasive_Tumor,SimSpace,-1.08931726792096,-2.84543058428713,12.6783044215438,3.35869790466498,9,Domain 1,Tumor,1
cell_2522,89.10099894,52.932538713,Prolif_Invasive_Tumor,SimSpace,-0.689101061640477,-2.56684204977154,13.0836722728011,2.9470138684101,9,Domain 1,Tumor,1
cell_2523,89.26579215,55.022805726,Invasive_Tumor,SimSpace,-1.85027491759225,-2.57018030208508,12.0694072123763,4.16218854339789,9,Domain 1,Tumor,1
cell_2524,89.04358068,56.138501411,Invasive_Tumor,SimSpace,-2.31481992491063,-2.98675498644949,10.832363831639,4.2191929951496,9,Domain 1,Tumor,1
cell_2525,88.86805775,60.845247331,Prolif_Invasive_Tumor,SimSpace,-3.86756647083779,-2.20680989891803,3.26748155319663,9.11104537399482,4,Domain 1,Tumor,1
cell_2526,89.09480157,66.846954848,Invasive_Tumor,SimSpace,-4.38835074578444,-2.1496735218408,10.6128127452132,9.14956523330878,2,Domain 1,Tumor,1
cell_2527,89.14543497,68.984472052,Invasive_Tumor,SimSpace,-2.34515551281994,-3.11090572430958,11.2884089823958,5.1024413243122,9,Domain 1,Tumor,1
cell_2528,88.99221894,72.115134062,T_Cell_&_Tumor_Hybrid,SimSpace,1.20100360045002,-3.7975898417415,7.66156552994223,-10.8924183711224,6,Domain 2,Stromal,1
cell_2529,88.99108012,74.110206798,Invasive_Tumor,SimSpace,-2.63020593432767,-3.6527315707802,7.42805932724448,1.79780389221381,9,Domain 1,Tumor,1
cell_2530,89.05202658,76.120058677,T_Cell_&_Tumor_Hybrid,SimSpace,-1.26751261090314,-2.60373358173978,8.68836568558188,-10.6545367106609,6,Domain 2,Stromal,1
cell_2531,88.9860287,93.221911653,Invasive_Tumor,SimSpace,-1.68059676547587,-3.22308067285165,9.93868612015219,2.41558839233588,3,Domain 1,Tumor,1
cell_2532,89.05002278,94.927802949,Invasive_Tumor,SimSpace,-2.53969315782875,-2.59894956750722,11.8814399119613,7.52751685531806,9,Domain 1,Tumor,1
cell_2533,88.79561734,97.224025726,Invasive_Tumor,SimSpace,-2.98504680072952,-1.79945850467172,10.5291907664535,8.93261767776679,9,Domain 1,Tumor,1
cell_2534,88.76991245,98.066908849,Invasive_Tumor,SimSpace,-3.68943343901139,-1.3210702163909,11.3801295634505,9.30051280410956,2,Domain 1,Tumor,1
cell_2535,88.83277772,99.031579258,Invasive_Tumor,SimSpace,-3.95489204625125,-1.35815289990561,5.64421104156943,9.87546206863593,4,Domain 1,Tumor,1
cell_2536,90.12844219,2.360288894,Macrophages_1,SimSpace,4.08394893937442,-0.908224405656374,6.17243741714926,-13.4412474497967,6,Domain 2,Stromal,1
cell_2537,90.05175951,9.936251029,Invasive_Tumor,SimSpace,-3.30086233532634,-2.37736665511662,6.84774278366538,6.7658934727497,4,Domain 1,Tumor,1
cell_2538,90.20804779,12.846746873,Invasive_Tumor,SimSpace,1.08065965479272,-3.19571532849284,8.88722299301596,-3.46782373039056,3,Domain 1,Tumor,1
cell_2539,89.96266182,15.293030177,Endothelial,SimSpace,7.22990441906511,-1.79664829488929,6.29295181000205,-20.4270233973675,7,Domain 3,Tumor,1
cell_2540,89.77127172,23.991028153,Endothelial,SimSpace,9.60418487927451,-0.790137374231788,6.44352077209921,-21.1312718257122,7,Domain 3,Tumor,1
cell_2541,90.22891071,26.221059724,Endothelial,SimSpace,10.0133295030301,-1.31353877075589,6.78021692001792,-21.6271748408489,7,Domain 3,Tumor,1
cell_2542,89.99624659,31.079695506,Invasive_Tumor,SimSpace,1.74420485346108,-1.73266140094408,9.16068052017661,-3.15565703956414,3,Domain 1,Tumor,1
cell_2543,90.25669101,31.649516215,Invasive_Tumor,SimSpace,1.52641116736752,-1.61720572337918,7.99551748001547,-3.01688133327294,3,Domain 1,Tumor,1
cell_2544,90.1195893,33.056204592,Invasive_Tumor,SimSpace,0.109610373264675,-2.35984167535141,5.21983550751181,-1.4911644473486,3,Domain 1,Tumor,1
cell_2545,90.43772374,35.124921842,Stromal,SimSpace,2.47976121204721,-1.72664802054374,3.42870830261679,-12.0980725154095,6,Domain 2,Stromal,1
cell_2546,89.9560454,35.985490745,Invasive_Tumor,SimSpace,-0.737837193553363,-2.52593792588883,4.71696780884238,-0.747537182252893,3,Domain 1,Tumor,1
cell_2547,90.18014478,39.124670209,Invasive_Tumor,SimSpace,-2.01301197315175,-2.50508328138078,10.2820584651229,4.28095246704291,9,Domain 1,Tumor,1
cell_2548,90.17827282,42.238435077,Invasive_Tumor,SimSpace,-3.67367608984244,-2.53265938411724,7.20499299728842,7.41823626907538,4,Domain 1,Tumor,1
cell_2549,89.88897473,43.294306444,Invasive_Tumor,SimSpace,-4.07051457154888,-3.19511198680993,8.64063333237143,8.50834609420966,2,Domain 1,Tumor,1
cell_2550,89.96550354,44.158394209,Invasive_Tumor,SimSpace,-4.15213517580883,-3.4008280940138,8.52859090530844,8.58717585952949,2,Domain 1,Tumor,1
cell_2551,89.70765233,45.83104858,Invasive_Tumor,SimSpace,-3.25545829828207,-2.45017495912648,9.77537511551352,9.20390273483466,2,Domain 1,Tumor,1
cell_2552,89.69024077,52.024828888,Prolif_Invasive_Tumor,SimSpace,-1.05538111244427,-2.67141721241696,13.0335776683089,2.76499177368354,9,Domain 1,Tumor,1
cell_2553,90.02531376,52.857219258,CD8+_T_Cells,SimSpace,0.960967866213965,-1.96135426905456,8.6422068949935,-11.6670851573162,6,Domain 2,Stromal,1
cell_2554,90.15860141,56.907915442,Invasive_Tumor,SimSpace,-4.0033376603822,-2.73426533769255,9.62869523727866,6.77850772293281,9,Domain 1,Tumor,1
cell_2555,90.12760481,60.904863669,Invasive_Tumor,SimSpace,-4.42700701654751,-2.48716238443058,7.04495643341513,12.8654980793781,2,Domain 1,Tumor,1
cell_2556,90.06800492,61.989320208,Invasive_Tumor,SimSpace,-3.64292804752006,-2.09095972072678,5.66324781143637,9.34461642654609,4,Domain 1,Tumor,1
cell_2557,90.17260343,63.044375915,Invasive_Tumor,SimSpace,-4.48940929404654,-2.40892447194035,8.97134565079184,12.691190256197,2,Domain 1,Tumor,1
cell_2558,89.88206044,64.416778663,Invasive_Tumor,SimSpace,-4.45011728189461,-2.44572230726349,10.9475953456161,10.6458726063557,2,Domain 1,Tumor,1
cell_2559,89.94549345,66.049503003,Invasive_Tumor,SimSpace,-4.2352008381604,-2.1464664247288,6.62704681122275,9.08444644363593,4,Domain 1,Tumor,1
cell_2560,90.1475043,68.356549209,Prolif_Invasive_Tumor,SimSpace,-3.656018513512,-2.95006175951676,10.7968947764632,6.31855203064155,9,Domain 1,Tumor,1
cell_2561,90.08662375,74.997302192,Invasive_Tumor,SimSpace,-3.46866475231542,-2.97409711152562,10.5120494242904,6.50877715500068,9,Domain 1,Tumor,1
cell_2562,89.95796224,76.1535943,Invasive_Tumor,SimSpace,-2.62409857670679,-2.78436344187827,9.53710817062827,6.10706235321235,9,Domain 1,Tumor,1
cell_2563,90.26415888,76.928901659,Invasive_Tumor,SimSpace,-2.25448243086858,-2.70533509001851,11.2666890498397,6.73521663101386,9,Domain 1,Tumor,1
cell_2564,89.74159975,79.007242406,Invasive_Tumor,SimSpace,-0.621832266583841,-3.53059714107698,10.1286895152328,-1.38911835996438,3,Domain 1,Tumor,1
cell_2565,89.89626426,82.856671317,Invasive_Tumor,SimSpace,-1.91704005097543,-4.4457863834564,9.84078000748129,-2.19786428062249,3,Domain 1,Tumor,1
cell_2566,89.94332045,84.1385485,Invasive_Tumor,SimSpace,-2.437251460859,-3.99105083364939,9.97026036941977,-2.19063733665276,3,Domain 1,Tumor,1
