,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,C_10,C_11,C_12,C_13,C_14,C_15,C_16,C_17,C_18,C_19,C_20,C_21,C_22,C_23,C_24,C_25,C_26,C_27,C_28,C_29,C_30,C_31,C_32,C_33,C_34,C_35,C_36,C_37,C_38,C_39,C_40,C_41,C_42,C_43,C_44,C_45,C_46,C_47,C_48,C_49,C_50,C_51,C_52,C_53,C_54,C_55,C_56,C_57,C_58,C_59,C_60,C_61,C_62,C_63,C_64,C_65,C_66,C_67,C_68,C_69,C_70,C_71,C_72,C_73,C_74,C_75,C_76,C_77,C_78,C_79,C_80,C_81,C_82,C_83,C_84,C_85,C_86,C_87,C_88,C_89,C_90,C_91,C_92,C_93,C_94,C_95,C_96,C_97,C_98,C_99,C_100
RHOH,1.1465998,2.050062,2.052018,1.3962467,1.498186,1.217615,1.8826703,2.098895,0.98820275,0.9604749,1.1829826,2.2440772,1.6896728,1.5384934,1.194818,1.9645338,1.5929236,1.8486832,1.3215188,1.2703563,1.0976104,1.1756744,1.3210264,2.072648,1.4470166,1.9178036,1.1841216,1.2820817,1.5798752,1.0716946,2.1084037,1.6878537,1.050502,2.309456,1.6948795,1.8877122,1.2328657,2.2048059,0.94611347,1.9961176,1.0207208,1.0867162,1.443856,1.206886,1.3172406,1.0098536,1.8626207,2.3104253,2.135524,1.2177832,1.6630232,2.1809478,1.003009,1.4065917,1.2964394,1.2909029,1.586123,1.1388949,0.92915267,1.6581457,0.97912,2.3987103,1.0781815,1.0549182,1.1816353,2.4947615,1.0068451,1.9000139,2.17,1.2718531,1.3574377,0.9367091,2.0279121,1.7158021,1.1971818,2.3749092,1.0023314,1.600792,1.5554153,1.1345875,1.5631783,1.6646053,1.1411192,2.1939263,1.1562169,2.2739618,1.6626768,1.3051319,1.3148214,1.2795625,1.0590266,1.9786239,1.6226559,1.1796564,1.4519593,1.7473725,1.1542667,1.1294105,0.99203056,1.2420759
RORC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTKN2,0.50275993,1.0251197,0.9946768,0.65824723,0.6662262,0.58795685,0.8539016,1.0952876,0.4532549,0.49748346,0.5393663,1.1077762,0.83100307,0.7879905,0.51967007,0.8765154,0.82312584,0.9309886,0.6217692,0.5653524,0.56941557,0.5730122,0.6085148,1.0045698,0.72150904,1.0057684,0.6078537,0.6119279,0.7550659,0.48667696,0.91638774,0.82496357,0.48917526,1.1927885,0.7367252,0.89292437,0.58185154,0.9925699,0.39574334,0.9689147,0.52944255,0.51541245,0.73032826,0.5719678,0.5443656,0.43054897,0.9166284,1.1250888,0.98788476,0.5444969,0.7579535,1.0272366,0.42153612,0.6680484,0.6185236,0.60270315,0.7045401,0.5224973,0.4306458,0.8856097,0.46307796,1.1537442,0.519571,0.45448297,0.52861905,1.236152,0.4191307,0.94077724,1.0434824,0.61128813,0.6207249,0.49844116,1.0366651,0.8173483,0.587628,1.1759707,0.50151324,0.67801064,0.78417575,0.46295142,0.75386673,0.7524165,0.5338425,1.0030642,0.536333,1.138562,0.7695639,0.6274915,0.5969814,0.4632199,0.5030214,0.90711784,0.87694436,0.56545585,0.71380305,0.8250853,0.53822374,0.5467176,0.49563062,0.5078795
RUNX1,1.5903894,2.7780895,2.8794587,1.7979428,1.9109304,1.7009284,2.6336672,2.9254422,1.3886575,1.4002512,1.6422988,3.1820395,2.2783742,2.138239,1.6894618,2.5541663,2.2394814,2.5314853,1.7564963,1.7740296,1.5971546,1.7191409,1.7914553,2.807421,1.9917606,2.646132,1.6954808,1.7770705,2.1726272,1.5085517,2.6637938,2.315649,1.608066,3.0610452,2.2821202,2.538066,1.757377,2.9322433,1.2812734,2.6492116,1.44748,1.5301368,1.94867,1.7245396,1.7531179,1.4607208,2.5423765,3.038836,2.8299983,1.7460285,2.212512,2.8762994,1.3828274,1.8921077,1.7969922,1.804671,2.1335013,1.5684464,1.2660785,2.2659426,1.421908,3.2153208,1.576495,1.441472,1.668101,3.28385,1.3463165,2.575435,3.007844,1.7211978,1.7871312,1.3212864,2.774072,2.3376307,1.697439,3.2153876,1.42417,2.184437,2.132322,1.5194454,2.0265899,2.29506,1.5513189,2.9241922,1.7003013,3.1067317,2.1267245,1.8568047,1.8689264,1.7396708,1.5311984,2.6326828,2.242742,1.6208556,1.8891431,2.3832324,1.6487806,1.6579623,1.3621039,1.583959
S100A14,1.7113404,3.2995317,3.2732308,1.9839714,2.1700644,1.8850056,3.0100687,3.454225,1.5623189,1.5014125,1.7435244,3.6031926,2.6544578,2.4397852,1.8698012,3.07033,2.5908504,2.9892623,1.9803524,1.9062146,1.8330781,1.9259249,2.1443968,3.2850125,2.238101,3.1317914,1.9343326,2.0262494,2.4949818,1.6802344,3.2622712,2.6367137,1.7490145,3.8275151,2.6291084,2.8184083,1.9157197,3.5750027,1.4097172,3.0678432,1.7619746,1.7299299,2.2421892,1.8993158,1.9376692,1.6492575,2.9565544,3.558089,3.3982623,1.9607035,2.5876646,3.4392304,1.5524523,2.1718957,2.115704,2.0629134,2.4678435,1.770436,1.4920443,2.6079853,1.5523895,3.8649848,1.7345517,1.6424454,1.8582146,3.8518457,1.5066869,3.0769591,3.4290726,1.9823593,2.1207743,1.5192972,3.2821245,2.744506,1.8455865,3.6077635,1.5462898,2.4816759,2.4729671,1.643675,2.44887,2.5622118,1.8787788,3.48719,1.9035634,3.6338875,2.560783,2.1590495,2.1746328,1.9539721,1.7700377,3.0348935,2.5607874,1.8113275,2.1674814,2.7429101,1.8810247,1.8297664,1.5005898,1.7941782
S100A4,0.41455838,0.66792333,0.7142394,0.46363384,0.5129029,0.47234464,0.57623416,0.60145766,0.41006106,0.3772748,0.4211702,0.7347634,0.5157408,0.5700008,0.42406532,0.5664943,0.5875217,0.5952475,0.43785456,0.5167336,0.44219807,0.5044099,0.43808517,0.6989599,0.5281967,0.67583084,0.43942955,0.46790236,0.5074796,0.465419,0.6065238,0.5461923,0.4260996,0.7066081,0.5259955,0.5428967,0.455917,0.73146653,0.36954477,0.6713654,0.43662173,0.46388227,0.52948517,0.38794652,0.43044263,0.4081483,0.7369513,0.7160193,0.7090583,0.46436468,0.6505273,0.68361145,0.40455848,0.46214196,0.47007114,0.43632033,0.5033733,0.37346888,0.3531646,0.5612865,0.41345412,0.6820422,0.4132028,0.3839869,0.42559364,0.7791768,0.35982537,0.61852425,0.7157925,0.53756535,0.42226723,0.3621884,0.6685525,0.61072886,0.39320764,0.86579514,0.39475942,0.5387948,0.59265214,0.39104617,0.5112407,0.5455423,0.40363818,0.7025365,0.4759243,0.7308305,0.537673,0.5705506,0.50162256,0.51719284,0.46515724,0.7099321,0.5718292,0.43305555,0.51184833,0.5334199,0.44258612,0.41746953,0.33511254,0.43560767
SCD,3.1363263,5.5367365,5.7932243,3.606392,3.8676221,3.4442317,5.216408,5.8442717,2.8244398,2.7218502,3.2151263,6.323393,4.65577,4.299454,3.3775253,5.1846423,4.540052,5.1541986,3.5563104,3.5029268,3.1559339,3.4968863,3.8414865,5.577833,3.9513288,5.4015617,3.4055455,3.5553687,4.38777,2.9242532,5.5241814,4.6373634,3.1835628,6.2914267,4.519824,5.093072,3.502253,5.917566,2.627764,5.433153,2.9918866,3.0976262,3.9364645,3.3919997,3.4722502,2.8959107,5.233298,6.1639867,5.603989,3.4681537,4.5487022,5.8790584,2.8487637,3.7242422,3.6706069,3.6762803,4.29089,3.1525135,2.637887,4.538589,2.820513,6.521962,3.1535885,2.9126318,3.4036384,6.7456822,2.6324391,5.1721087,5.9669976,3.492464,3.676283,2.7120368,5.696956,4.8071957,3.336691,6.2800055,2.7617292,4.3762355,4.25892,3.080766,4.0956397,4.6051183,3.1800091,6.0787187,3.3500783,6.332197,4.4355726,3.7787173,3.770583,3.418323,3.0426652,5.3400683,4.5218844,3.2361515,3.7161603,4.6670394,3.2455816,3.2996583,2.6601362,3.1971688
SDC4,0.6373452,1.320193,1.3195552,0.80822223,0.82335347,0.7663666,1.1642556,1.4195914,0.60521734,0.61063933,0.64892393,1.44589,1.0611482,0.98538995,0.82538486,1.26083,1.0726792,1.1174161,0.7906492,0.7177221,0.65970415,0.7698533,0.77363896,1.3322879,0.8523735,1.2604293,0.7846489,0.7575986,0.9245863,0.62067723,1.2872369,1.0417805,0.6438047,1.5578845,1.0046567,1.0522156,0.7855282,1.357199,0.5287983,1.1887859,0.6711512,0.6623672,0.88349515,0.7760491,0.68820786,0.63352644,1.228679,1.4615785,1.3030351,0.73848283,1.0045714,1.3586491,0.56970966,0.86053896,0.8324549,0.7619016,0.9731815,0.6195326,0.59395707,1.0152396,0.5302468,1.5301316,0.68260556,0.5549784,0.7410546,1.5158849,0.579193,1.1892694,1.4089558,0.77496797,0.76750004,0.5838687,1.2842565,1.1029396,0.70807254,1.4513763,0.57927233,0.9123528,0.92129606,0.6108417,0.91773653,1.0425806,0.6855305,1.3818859,0.7581244,1.5416383,0.96849346,0.8225362,0.8657509,0.82418895,0.6515965,1.2289175,1.0436765,0.729262,0.83079803,1.0501567,0.6807871,0.6787757,0.5929581,0.7175716
SEC11C,1.4380955,2.586647,2.630442,1.6187404,1.7444808,1.5725142,2.341707,2.6352184,1.2828888,1.2523394,1.5142137,2.867814,2.1159666,1.8818687,1.5582814,2.3488317,2.0009403,2.2906718,1.5869782,1.5784783,1.4709479,1.5584489,1.6893232,2.5415401,1.7117807,2.4813247,1.5800643,1.6374445,1.933497,1.3212068,2.470597,2.047609,1.4733537,2.9151926,2.0171819,2.2785995,1.5520014,2.6765885,1.1383256,2.4553657,1.354102,1.4182955,1.8037815,1.5649601,1.5664115,1.3171289,2.3507977,2.8359196,2.5230103,1.5493867,2.069517,2.707843,1.2702191,1.7596431,1.6640333,1.6762531,1.9446423,1.4458289,1.2048708,2.028537,1.2908522,3.0040836,1.4621431,1.2974308,1.4400458,3.0021455,1.2085711,2.3912256,2.7037547,1.6226947,1.6594067,1.2198056,2.5603745,2.0997941,1.5584818,2.9155898,1.2755173,1.9230949,1.963377,1.3290857,1.9132859,2.0013003,1.4959314,2.7575924,1.5199499,2.7640362,1.9839336,1.6989477,1.6374454,1.5219271,1.4106896,2.2984793,2.0560954,1.4410092,1.7143865,2.1901715,1.4979796,1.4557714,1.1961014,1.4262767
SEC24A,1.5507256,2.5747035,2.7204268,1.7631629,1.839568,1.6808996,2.5305722,2.7493856,1.4061513,1.3979338,1.6093836,3.031,2.1996508,1.9970932,1.6529055,2.4883218,2.204693,2.503546,1.6918036,1.7215381,1.5519708,1.683139,1.8693694,2.6357002,1.9714664,2.6055212,1.6840211,1.8066709,2.029996,1.5317554,2.5966,2.190402,1.5331013,2.9408684,2.1067343,2.473594,1.7336458,2.8499146,1.3161383,2.5603828,1.5176057,1.5510572,1.8366709,1.719519,1.6386216,1.4353628,2.4656646,2.914062,2.6701577,1.7504414,2.184647,2.8086543,1.4931153,1.788159,1.8075594,1.8182384,2.033719,1.538964,1.3316371,2.2660215,1.3864021,2.9949753,1.5708876,1.4580591,1.6649004,3.110743,1.3094847,2.4817624,2.8236802,1.7466265,1.8149892,1.3887675,2.7769535,2.3360217,1.6493369,3.024767,1.3670319,2.0289178,2.0898173,1.5727012,2.0423503,2.2185712,1.5479794,2.8166876,1.6486515,2.9827209,2.1973212,1.8291899,1.8656286,1.6739328,1.5215931,2.5728714,2.2152834,1.6161842,1.8381083,2.1676245,1.5373479,1.6689707,1.2875861,1.596225
SELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERHL2,1.7457988,3.437507,3.517804,2.1652918,2.3491433,2.0333705,3.238284,3.6678548,1.5992358,1.6055515,1.8551713,3.9944334,2.8503768,2.6720304,1.9955753,3.1549351,2.754621,3.1325688,2.120445,2.0216622,1.9589242,2.0800436,2.271694,3.4992602,2.42447,3.2212355,2.044528,2.1432192,2.7092218,1.7831911,3.4071882,2.8345413,1.8625914,3.8884459,2.7513802,3.063717,2.0793624,3.6710043,1.5629989,3.3747315,1.809892,1.8006705,2.4128776,2.0295663,2.0932379,1.7424315,3.235261,3.90874,3.5880685,2.0957012,2.7133708,3.7084558,1.6593329,2.2554882,2.164903,2.2091496,2.622166,1.8958781,1.5386451,2.775761,1.6501064,4.1088223,1.8649987,1.6519508,2.0142322,4.096896,1.5376233,3.3167336,3.7281413,2.1175117,2.1654975,1.6040338,3.5147479,2.9390152,1.920611,3.8891065,1.5949792,2.6856499,2.5797055,1.7458253,2.5011914,2.7804446,1.9085006,3.7969203,2.0593774,3.8498752,2.7480366,2.2643535,2.2638514,2.0337994,1.7999763,3.1322224,2.753149,1.897809,2.351525,2.9545236,1.9878515,2.008729,1.627729,1.9583707
SERPINA3,0.2532226,0.4094768,0.24020587,0.26405185,0.28311226,0.23054484,0.35705277,0.40201893,0.21906216,0.18905441,0.24719624,0.31098187,0.30958536,0.26611245,0.23519662,0.38966727,0.2858225,0.32218733,0.2584973,0.20446776,0.17517778,0.27406898,0.24060988,0.30584696,0.2796743,0.3306004,0.2262689,0.23324722,0.26460838,0.22577623,0.38158083,0.32258695,0.19498824,0.41045687,0.34932342,0.45945498,0.23506682,0.3520181,0.1662997,0.3851872,0.1981869,0.21396177,0.29578337,0.23295689,0.26443875,0.23774108,0.30833784,0.36522436,0.38605583,0.24557744,0.2614269,0.3741662,0.2226377,0.32992408,0.2689217,0.27939618,0.32849035,0.22624534,0.17520085,0.35122928,0.22665149,0.42839912,0.17979218,0.23143387,0.19740263,0.45717716,0.14082062,0.36078393,0.47934613,0.22436671,0.26107696,0.18504643,0.27672783,0.27435383,0.17024283,0.41052437,0.21098189,0.33826232,0.27974772,0.22401412,0.29161867,0.26315162,0.21666579,0.35066882,0.25584912,0.40721485,0.31642136,0.32139814,0.20530157,0.2093312,0.24271476,0.2998913,0.27961293,0.26712492,0.24493715,0.34457362,0.20332873,0.17596973,0.14295654,0.18727003
SERPINB9,0.74440795,1.2220886,1.1527503,0.78809947,0.863612,0.7899099,1.2026597,1.121558,0.710143,0.63468707,0.7686797,1.2465839,0.99983376,0.92558753,0.73362505,1.0499291,0.9133001,1.137237,0.71267027,0.8381623,0.77881145,0.7955534,0.8553417,1.1456871,0.9302639,1.1008384,0.73729956,0.8384167,0.9373295,0.6750392,1.1136588,0.9943864,0.7273686,1.2526237,0.9653108,1.1466515,0.8140296,1.2803999,0.606887,1.113564,0.6910861,0.7140855,0.855643,0.7453741,0.7459162,0.6922878,1.0947243,1.2504548,1.1476945,0.7667399,0.9109922,1.1565223,0.7151695,0.8334882,0.80742675,0.7616178,0.97050923,0.7056506,0.56321436,0.9981334,0.697526,1.3481468,0.6814897,0.68082255,0.79456073,1.448936,0.6017234,1.1920242,1.2068654,0.7770242,0.8218616,0.59423655,1.172683,0.8989079,0.8048757,1.3068599,0.6011693,0.96684915,0.9435664,0.7104395,0.8887113,0.99805653,0.73009914,1.175749,0.7852227,1.2776343,1.0074117,0.88427156,0.8404348,0.75704134,0.7330104,1.0753177,0.9108675,0.78447556,0.8132335,1.0474145,0.7370804,0.79539293,0.61302584,0.7136222
SFRP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3YL1,1.5119919,3.0017095,3.0507178,1.8874009,2.0433137,1.6930073,2.699919,3.1713238,1.4275558,1.4354255,1.588506,3.3117082,2.3565824,2.2602427,1.724277,2.715175,2.3096755,2.6998334,1.8307676,1.6872165,1.638832,1.7286803,1.9132285,2.9981704,2.0537968,2.7346451,1.7364829,1.8323996,2.158094,1.4657292,2.8685064,2.4588857,1.5955421,3.4122322,2.3216925,2.611834,1.7741884,3.1152375,1.342437,2.842544,1.5224943,1.5452464,2.0538,1.7479328,1.7780527,1.447341,2.6975977,3.2989995,3.0777235,1.7090852,2.3762302,3.1535258,1.3943013,1.9469991,1.879337,1.8667214,2.2135727,1.624801,1.3060893,2.3532217,1.4477125,3.4588814,1.6027784,1.3948649,1.6656879,3.4917345,1.3690491,2.8174295,3.0075579,1.8361881,1.8382348,1.3105338,2.9787347,2.5077589,1.693757,3.3000367,1.3910142,2.2862282,2.246271,1.534642,2.1181395,2.3360767,1.6121509,3.077884,1.7101637,3.2866006,2.2885299,1.8416505,1.9750736,1.7947197,1.5373834,2.742868,2.3248808,1.6548812,1.9757636,2.4186647,1.5690231,1.6519035,1.32484,1.6357565
SLAMF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLAMF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A37,0.48679903,0.87944466,0.9382612,0.5347529,0.67959267,0.5283077,0.83598137,0.97795695,0.4432624,0.41599753,0.49590334,1.000416,0.67951125,0.72359425,0.4878331,0.79321074,0.798001,0.85608786,0.58700705,0.5367616,0.49740312,0.49592608,0.5746033,0.90873337,0.6208724,0.79673946,0.5423266,0.6071508,0.70253223,0.45751667,0.8346159,0.83148074,0.43719906,1.0437657,0.7265542,0.7683473,0.5024845,0.92427194,0.3900254,0.82498044,0.46398842,0.4192483,0.59896725,0.54075766,0.50976884,0.4419649,0.77457196,0.9537489,0.95254105,0.50793207,0.72895694,0.93353623,0.4047912,0.6136402,0.58607054,0.5391423,0.6866427,0.4620962,0.4205729,0.7259373,0.41045544,1.0659769,0.5263298,0.43357798,0.517559,1.0692226,0.43075696,0.7997484,0.9317686,0.5432637,0.53674537,0.40706185,0.92422616,0.810855,0.44678962,1.044795,0.36312422,0.74179184,0.6799792,0.46032923,0.6698546,0.7305924,0.5165427,0.9630744,0.52055925,0.98521787,0.69646275,0.5843862,0.52326894,0.5104243,0.47282964,0.81698,0.64259857,0.49351707,0.6002565,0.7491848,0.48803836,0.51380664,0.4041271,0.53089696
SLC5A6,1.1565164,2.2708998,2.3038392,1.4071575,1.4446837,1.2302653,2.0128133,2.3119822,0.9661261,1.046335,1.1785444,2.3965814,1.7057642,1.6303247,1.223978,2.0128603,1.6639434,1.998694,1.3518182,1.2336615,1.2037363,1.2379125,1.4012666,2.1789353,1.490578,2.1022668,1.2644266,1.3479887,1.6842477,1.0749661,2.0620651,1.7944832,1.159066,2.383272,1.6615039,1.9260527,1.3191696,2.3287287,0.93260044,2.0344067,1.1154945,1.1242269,1.5043302,1.2594011,1.2369059,1.0189627,1.9703228,2.4222279,2.1786315,1.2543342,1.644514,2.3027358,1.0418816,1.3768973,1.3479692,1.3905109,1.5456933,1.1376684,0.9557085,1.6902851,0.9679064,2.5761907,1.1416601,1.0755752,1.267241,2.562012,0.95983636,1.9826021,2.330295,1.2654724,1.3618988,0.9797683,2.2033331,1.8044643,1.1958696,2.4795427,1.0099101,1.5424744,1.6287922,1.1341741,1.5391954,1.7559011,1.1615855,2.392925,1.2279563,2.5110154,1.6875998,1.35327,1.415468,1.2934004,1.0723755,1.9778409,1.7166384,1.2179383,1.386439,1.7753247,1.1994743,1.2298176,0.9832305,1.2464588
SMAP2,0.67189574,1.1292903,1.1956394,0.7809106,0.8071279,0.7309085,1.0616924,1.178608,0.607596,0.5925363,0.7120423,1.3046806,0.88421047,0.862268,0.6739607,1.050898,0.93891263,1.035251,0.7426932,0.7770875,0.6699027,0.783037,0.79545397,1.1734992,0.8626548,1.1641846,0.7759649,0.79865617,0.8266228,0.61813897,1.1634823,0.9099493,0.6811881,1.2364212,0.9067361,1.0969003,0.7392808,1.3025061,0.5798941,1.1228548,0.64909905,0.6336592,0.7929732,0.7156461,0.72591233,0.59768665,1.0916569,1.2741804,1.1535968,0.73911214,0.94594866,1.0950727,0.6562406,0.77595884,0.75358903,0.7628452,0.8897194,0.67776847,0.53727686,0.92852694,0.59622616,1.2896407,0.689492,0.608626,0.7244636,1.2402188,0.56082696,1.0918914,1.2651049,0.78115726,0.7862999,0.5964469,1.1877769,1.0464559,0.74049485,1.2970194,0.55826116,0.8634256,0.88201714,0.64029443,0.83887166,0.99181956,0.6911399,1.2243315,0.735222,1.2487823,0.9240907,0.8172338,0.80494815,0.7382234,0.6328069,1.0621377,0.94080275,0.6656142,0.80878425,0.960532,0.6744151,0.74060005,0.5606437,0.71790695
SMS,1.9355202,3.5766277,3.767628,2.3004467,2.4396453,2.1612144,3.4108922,3.8561509,1.7477927,1.7415129,2.0555515,4.1404996,2.9123416,2.7657034,2.1033216,3.347697,2.8268766,3.2555232,2.197252,2.1782217,2.0167136,2.1266024,2.33803,3.6295087,2.4493797,3.4641428,2.1448708,2.1944423,2.7959502,1.8384165,3.4657316,2.9822025,1.9341292,4.1446657,2.9188893,3.2932253,2.1857622,3.8124292,1.6562699,3.4311795,1.8393352,1.8839226,2.4918857,2.2346401,2.2119653,1.8194568,3.3911881,4.041608,3.5797985,2.186988,2.9377942,3.8863764,1.7915146,2.4199033,2.2760344,2.3660617,2.7269666,2.0554433,1.6634626,2.9633627,1.7534435,4.2841983,1.969865,1.748678,2.057281,4.2563243,1.695312,3.3587508,3.712198,2.2556489,2.3526623,1.7124633,3.6083252,3.026348,2.1080167,4.104323,1.6985103,2.7818573,2.830244,1.9299753,2.5779212,2.9594827,2.0982437,3.8423324,2.1342413,4.056019,2.8775625,2.3747108,2.3823225,2.179301,1.9170121,3.3771367,2.83871,2.0156424,2.421893,3.0047734,2.0821326,2.106095,1.7143424,2.004521
SNAI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOX17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQLE,1.3726816,2.639721,2.7246923,1.591672,1.6936518,1.5415001,2.4068437,2.6485422,1.2703212,1.2241956,1.441186,2.7820284,2.0851753,1.9462156,1.5371332,2.404933,1.9683917,2.3213367,1.5769782,1.5067835,1.3895097,1.532378,1.634647,2.5363834,1.7105098,2.5155275,1.5218045,1.6020373,1.946944,1.2940794,2.4438987,2.0977426,1.4232538,2.7797625,1.9720311,2.3229055,1.545579,2.7738986,1.1360745,2.4573343,1.352664,1.367178,1.7659014,1.5036372,1.5045292,1.3326789,2.340931,2.864081,2.5558302,1.5538768,1.9880402,2.7242072,1.3138222,1.6157128,1.653266,1.678022,1.8874617,1.4348872,1.2209367,2.0649235,1.2381115,2.9959526,1.4198815,1.2847896,1.4747738,3.02969,1.2516351,2.3052418,2.5983458,1.5768379,1.5967715,1.2217231,2.5004544,2.1513638,1.5047824,2.8969862,1.1989741,1.9444731,1.9058242,1.3554407,1.8297466,2.0543382,1.4503285,2.7182295,1.5069305,2.863241,2.0328932,1.6601429,1.690383,1.5728608,1.3251877,2.4511065,2.0058591,1.4328321,1.6905303,2.0795276,1.4030954,1.447905,1.1653498,1.4604173
